PERSON,Aziza
PERSON,Kfar Nabuda
GPE,Tahrir al-Sham
PERSON,Rebels
GPE,Syrian
PERSON,AIR STRIKES Air
ORGANIZATION,U.N.
PERSON,Najat Rochdi
GPE,Geneva
PERSON,Medical
PERSON,UOSSM
ORGANIZATION,Tarmala Maternity
GPE,Children
ORGANIZATION,Hospital
GPE,Syrian
GPE,Russian-Turkish
GPE,Ankara
GPE,Russia
GPE,Syrian
GPE,Turkey
GPE,Syrian
PERSON,Abu Abdo al-Khani
GPE,Ankara
GPE,Moscow
GPE,Slideshow
PERSON,Khani
GPE,Turkish President
PERSON,Erdogan
PERSON,Khani
PERSON,Khan Sheikhoun
PERSON,Ellen Francis
PERSON,Tom Miles
GPE,Geneva
PERSON,Tom Perry
PERSON,Janet LawrenceOur Standards:The Thomson
GPE,SANAA
GPE,Reuters
ORGANIZATION,Saudi-led military
GPE,Yemen
ORGANIZATION,Houthi-held
GPE,Sanaa
GPE,Iranian-aligned
GPE,Saudi
ORGANIZATION,Saudi-led
GPE,Sanaa
GPE,Yemen
ORGANIZATION,al-SayaghiThe Sanaa
PERSON,Rubble
ORGANIZATION,Houthi-run Masirah
GPE,Houthi
GPE,Russian
PERSON,Medecins Sans Frontieres
GPE,Sanaa
ORGANIZATION,U.N.
GPE,Yemen
ORGANIZATION,Saudi-owned Al Arabiya
PERSON,Sunni Muslim
GPE,Houthi
GPE,Hael
GPE,Raqas
PERSON,Abdulrazaq Mohammed
GPE,Sanaa
GPE,Houthi
PERSON,Abd-Rabbu Mansour Hadi
GPE,"IRANIAN TOOLS "" Saudi Arabia"
GPE,Iran
PERSON,Tehran
GPE,Houthis
PERSON,Salman
ORGANIZATION,Houthis
PERSON,Tehran
GPE,Iran
ORGANIZATION,Houthis
PERSON,Supreme Revolutionary Committee
GPE,Iran
PERSON,Tehran
PERSON,Mohammed Ali
GPE,United Arab Emirates
ORGANIZATION,Western-backed
GPE,Houthi
GPE,Sanaa
GPE,Yemen
GPE,Hodeidah
ORGANIZATION,U.N.-sponsored
LOCATION,Red Sea
GPE,Western
GPE,Yemen
PERSON,Hadi
ORGANIZATION,Aden-based
GPE,Slideshow
ORGANIZATION,U.N.-sponsored
GPE,Hodeidah
GPE,Yemenis
PERSON,Martin Griffiths
ORGANIZATION,Houthis
GPE,Hodeidah
GPE,Yemen
ORGANIZATION,Houthis
PERSON,Mohammed Ghobari
GPE,Aden
GPE,Sanaa
PERSON,Asma Alsharif
PERSON,Lisa Barrington
GPE,Dubai
PERSON,Ghaida Ghantous
PERSON,Angus MacSwan
PERSON,Toby ChopraOur Standards:The Thomson
GPE,Boeing Co
PERSON,FILE PHOTO
GPE,Boeing
GPE,Renton
GPE,Washington
GPE,U.S.
PERSON,REUTERS/Lindsey Wasson/File PhotoThe
ORGANIZATION,Federal Aviation Administration
GPE,Boeing
PERSON,FAA
PERSON,FAA
GPE,Fort Worth
GPE,Texas
GPE,Boeing
GPE,Boeing
PERSON,FAA Administrator Dan Elwell
GPE,Boeing
GPE,Ethiopian Airlines
GPE,MCAS
GPE,Boeing
GPE,FAA
GPE,Boeing
GPE,Boeing
PERSON,Tamara Mathias
GPE,Bengaluru
PERSON,Anil D Standards:The Thomson
GPE,JERUSALEM
GPE,Reuters
PERSON,Facebook
GPE,FB.O
PERSON,Facebook
GPE,Israel
LOCATION,Southeast Asia
GPE,Latin America
GPE,Africa
PERSON,FILE PHOTO
PERSON,Facebook
PERSON,Facebook Inc
GPE,San Jose
GPE,California
GPE,U.S.
PERSON,REUTERS/Stephen Lam/File PhotoThe
PERSON,Facebook
PERSON,Facebook
GPE,Israel
GPE,Nigeria
GPE,Senegal
GPE,Togo
GPE,Angola
GPE,Niger
GPE,Tunisia
GPE,Latin America
LOCATION,Southeast Asia.
PERSON,Facebook
GPE,Israel
PERSON,Archimedes Group
GPE,Facebook
PERSON,Gleicher
PERSON,Archimedes
PERSON,Gleicher
PERSON,Archimedes
PERSON,Facebook
PERSON,Gleicher
PERSON,Facebook
GPE,Brazilian
GPE,Israeli
GPE,U.S.
PERSON,Gleicher
GPE,Israel
GPE,Israeli
PERSON,Steven Scheer
PERSON,Emelia Sithole-MatariseOur Standards:The Thomson
GPE,BEIJING
GPE,Reuters
GPE,China
GPE,U.S.
GPE,Huawei
GPE,China
GPE,Chinese
ORGANIZATION,Ministry
GPE,United States
GPE,Sino-U.S
GPE,Huawei
GPE,U.S. Treasury Secretary Steven Mnuchin
GPE,China
PERSON,Hopes
GPE,U.S. Commerce Department
GPE,Huawei
GPE,Chinese
GPE,U.S.
GPE,U.S.
PERSON,Donald Trump
GPE,U.S.
GPE,U.S.
GPE,Huawei
GPE,Huawei
GPE,China
PERSON,Gao Feng
GPE,Chinese
GPE,China
GPE,Chinese
GPE,U.S. Commerce Secretary Wilbur Ross
PERSON,Trump
GPE,American
GPE,U.S.
GPE,Huawei
GPE,U.S.
GPE,Huawei
GPE,United States
GPE,U.S.
GPE,U.S.
GPE,U.S.
PERSON,Related CoverageEurope
GPE,U.S.
GPE,Huawei
GPE,GermanyDutch
GPE,Huawei 'backdoor
GPE,VolkskrantSee
PERSON,Huawei
GPE,Chinese
GPE,China
PERSON,Jefferies
GPE,Beijing
GPE,Washington
GPE,Huawei
GPE,U.S.
GPE,Huawei
GPE,China
GPE,U.S.
GPE,Huawei
GPE,China
GPE,Canada
GPE,Huawei Chief Financial Officer Meng Wanzhou
PERSON,Meng
GPE,United States
PERSON,Huawei
GPE,China
ORGANIZATION,Foreign Ministry
GPE,Canadian
PERSON,Meng
GPE,Canada
GPE,China
PERSON,Meng
GPE,Canada
PERSON,UNCERTAIN OUTLOOK Trump
GPE,Chinese
PERSON,Xi Jinping
GPE,Japan
PERSON,Gao
GPE,U.S.
GPE,China
PERSON,FILE PHOTO
GPE,Huawei
GPE,Mexico City
GPE,Mexico February
PERSON,REUTERS/Daniel BecerrilForeign
GPE,Kang
GPE,China
GPE,U.S.
GPE,China
PERSON,TARIFF ESCALATION
GPE,U.S.-China
GPE,United States
GPE,Chinese
GPE,MISSING)China
GPE,U.S.
PERSON,Trump
GPE,Chinese
GPE,United States
PERSON,Gao
GPE,United States
GPE,Chinese
GPE,American
GPE,China
GPE,China
GPE,U.S.
GPE,China
GPE,China
GPE,Huawei
GPE,Shanghai
GPE,China May
GPE,SongThe
GPE,China
PERSON,Gao
PERSON,Yawen Chen
PERSON,Se Young Lee
GPE,Additional
PERSON,Michael Martina
PERSON,Ryan Woo
PERSON,Simon Cameron-Moore
PERSON,Kim CoghillOur Standards:The Thomson
GPE,German Chancellor Angela Merkel
GPE,German Sparkasse
PERSON,Deutscher Sparkassentag
GPE,Hamburg
GPE,Germany May
PERSON,REUTERS/Fabian Bimmer/File PhotoBERLIN
GPE,Reuters
GPE,German Chancellor Angela Merkel
PERSON,BDI
GPE,U.S.
GPE,Chinese
GPE,Huawei Technologies
GPE,China
GPE,U.S.
GPE,Europe
PERSON,BDI
GPE,European Union
GPE,Europe
GPE,China
GPE,United States
PERSON,Merkel
GPE,U.S.
GPE,Huawei
GPE,Germany
GPE,Germany
GPE,March
GPE,Huawei
GPE,Chinese
PERSON,BDI
GPE,German
GPE,European Commission
GPE,EU
GPE,German
PERSON,BDI
GPE,Europe-wide
PERSON,Michael Nienaber
PERSON,Kirsten DonovanOur Standards:The Thomson
